instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_EQ|INE949L01017,21238,AUBANK,AU SMALL FINANCE BANK LTD,687.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE448V01019,18762,AURDIS,AURANGABAD DISTILLERY LTD,387.0,,,0.05,500,EQUITY,,NSE_EQ
NSE_EQ|INE132H01018,12022,AURIONPRO,AURIONPRO SOLN LTD,1894.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0NUL01018,15869,AUROIMPEX,AURO IMPEX & CHEMICALS L,84.75,,,0.05,1600,EQUITY,,NSE_EQ
NSE_EQ|INE406A01037,275,AUROPHARMA,AUROBINDO PHARMA LTD,1550.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE898S01029,10314,AURUM,AURUM PROPTECH LIMITED,225.11,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE218C01016,9035,AUSOMENT,AUSOM ENTERPRISE LIMITED,95.0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE449A01011,278,AUTOAXLES,AUTOMOTIVE AXLES LIMITED,2003.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE718H01014,14106,AUTOIND,AUTOLINE INDUSTRIES LTD,141.02,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE349W01017,21406,AVADHSUGAR,AVADH SUG & ENERGY LTD,733.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0LCL01028,15058,AVALON,AVALON TECHNOLOGIES LTD,517.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE005B01027,24610,AVANTEL,AVANTEL LIMITED,171.49,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE871C01038,7936,AVANTIFEED,AVANTI FEEDS LIMITED,676.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE680Z01018,15589,AVG,AVG LOGISTICS LIMITED,456.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE323B01024,13566,AVONMORE,AVONMORE CAP&MGT SERV LTD,14.71,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0R9401019,23159,AVPINFRA,AVP INFRACON LIMITED,178.9,,,0.05,1600,EQUITY,,NSE_EQ
NSE_EQ|INE652Z01017,8835,AVROIND,AVRO INDIA LIMITED,179.12,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE522V01011,18693,AVSL,AVSL INDUSTRIES LIMITED,195.4,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE488D01021,14008,AVTNPL,AVT NATURAL PRODUCTS LTD,90.78,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE108V01019,23864,AWFIS,AWFIS SPACE SOLUTIONS LTD,782.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE01BK01022,1797,AWHCL,ANTONY WASTE HDG CELL LTD,711.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE699H01024,8110,AWL,ADANI WILMAR LIMITED,372.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE238A01034,5900,AXISBANK,AXIS BANK LIMITED,1177.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE555B01013,9436,AXISCADES,AXISCADES TECH LTD,571.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE02EZ01022,9902,AXITA,AXITA COTTON LIMITED,22.56,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE193B01039,10289,AYMSYNTEX,AYM SYNTEX LIMITED,157.15,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE02IJ01035,20905,AZAD,AZAD ENGINEERING LIMITED,1569.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0QW501012,20141,BABAFP,BABA FOOD PROCESSING,52.6,,,0.05,1600,EQUITY,,NSE_EQ
NSE_EQ|INE878I01022,17735,BAFNAPH,BAFNA PHARMACEUTICALS LTD,80.0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE116D01028,11226,BAGFILMS,B.A.G FILMS AND MEDIA LTD,10.6,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE029Q01017,12989,BAHETI,BAHETI RECYCLING IND LTD,384.9,,,0.05,750,EQUITY,,NSE_EQ
NSE_EQ|INE020D01022,13802,BAIDFIN,BAID FINSERV LIMITED,14.66,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE917I01010,16669,BAJAJ-AUTO,BAJAJ AUTO LIMITED,10963.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE933K01021,19531,BAJAJCON,BAJAJ CONSUMER CARE LTD,277.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE193E01025,15034,BAJAJELEC,BAJAJ ELECT.LTD,973.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE918I01026,16675,BAJAJFINSV,BAJAJ FINSERV LTD.,1871.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE411U01027,6863,BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,388.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE306A01021,308,BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,40.15,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE118A01012,305,BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,11067.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0KQN01018,20531,BAJEL,BAJEL PROJECTS LIMITED,265.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE296A01024,317,BAJFINANCE,BAJAJ FINANCE LIMITED,7299.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE794B01026,9162,BALAJITELE,BALAJI TELEFILMS LTD.,68.28,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE050E01027,14501,BALAMINES,BALAJI AMINES LIMITED,2206.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE618N01022,11309,BALAXI,BALAXI PHARMA LTD,107.56,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0U0201016,24879,BALCO,SOLVE PLASTIC PRODUCTS L,70.7,,,0.05,1200,EQUITY,,NSE_EQ
NSE_EQ|INE875R01011,10181,BALKRISHNA,BALKRISHNA PAPER MILLS L,27.57,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE787D01026,335,BALKRISIND,BALKRISHNA IND. LTD,2954.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE164A01016,338,BALMLAWRIE,BALMER LAWRIE & CO LTD,276.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE083D01012,13444,BALPHARMA,BAL PHARMA LTD.,138.64,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE119A01028,341,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,587.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE011E01029,23607,BALUFORGE,BALU FORGE INDUSTRIES LTD,768.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE655B01011,347,BANARBEADS,BANARAS BEADS LTD,99.92,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE459A01010,350,BANARISUG,BANNARI AMMAN SUGARS LTD,3394.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE213C01025,13880,BANCOINDIA,BANCO PRODUCTS (I) LTD,677.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE545U01014,2263,BANDHANBNK,BANDHAN BANK LIMITED,199.61,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE863I01016,15303,BANG,BANG OVERSEAS LTD.,56.39,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE862Y01015,822,BANKA,BANKA BIOLOO LIMITED,128.88,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE028A01039,4668,BANKBARODA,BANK OF BARODA,243.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF204KB15I9,11439,BANKBEES,NIP IND ETF BANK BEES,528.86,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE084A01016,4745,BANKINDIA,BANK OF INDIA,117.93,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0B9K01025,24386,BANSALWIRE,BANSAL WIRE INDUSTRIES L,431.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE629D01020,14511,BANSWRAS,BANSWARA SYNTEX LIMITED,145.8,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE382M01027,3127,BARBEQUE,BARBEQUE NATION HOSP. LTD,619.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE373A01013,368,BASF,BASF INDIA LTD,6562.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0OCC01013,18445,BASILIC,BASILIC FLY STUDIO LTD,596.5,,,0.05,300,EQUITY,,NSE_EQ
NSE_EQ|INE186H01022,12034,BASML,BANNARI AM SPIN MILL LTD.,63.06,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE176A01028,371,BATAINDIA,BATA INDIA LTD,1446.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0JFJ01011,22571,BAWEJA,BAWEJA STUDIOS LIMITED,83.9,,,0.05,800,EQUITY,,NSE_EQ
NSE_EQ|INE462A01022,17927,BAYERCROP,BAYER CROPSCIENCE LTD,6498.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE464A01036,13761,BBL,BHARAT BIJLEE LTD,5289.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE676A01027,8164,BBOX,BLACK BOX LIMITED,529.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE050A01025,380,BBTC,BOMBAY BURMAH TRADING COR,2750.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE01EE01011,12153,BBTCL,B&B TRIPLEWALL CONT LTD,230.28,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE412G01024,2513,BCLIND,BCL INDUSTRIES LIMITED,57.65,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE977Y01011,7780,BCONCEPTS,BRAND CONCEPTS LIMITED,684.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE171Z01026,2144,BDL,BHARAT DYNAMICS LIMITED,1327.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE639X01027,23922,BEACON,BEACON TRUSTEESHIP LTD,100.85,,,0.05,2000,EQUITY,,NSE_EQ
NSE_EQ|INE520H01022,17933,BEARDSELL,BEARDSELL LIMITED,35.85,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE495P01012,1628,BECTORFOOD,MRS BECTORS FOOD SPE LTD,1593.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE844K01012,20196,BEDMUTHA,BEDMUTHA INDUST LTD,220.79,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE263A01024,383,BEL,BHARAT ELECTRONICS LTD,298.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE258A01016,395,BEML,BEML LIMITED,4106.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE922A01025,419,BEPL,BHANSALI ENG. POLYMERS LT,172.5,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE463A01038,404,BERGEPAINT,BERGER PAINTS (I) LTD,597.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE052T01013,2306,BESTAGRO,BEST AGROLIFE LIMITED,673.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE351Y01019,81,BETA,BETA DRUGS LIMITED,1762.5,,,0.05,100,EQUITY,,NSE_EQ
NSE_EQ|INE0HQI01014,5662,BEWLTD,BEW ENGINEERING LIMITED,1438.0,,,0.05,125,EQUITY,,NSE_EQ
NSE_EQ|INE878K01010,21113,BFINVEST,BF INVESTMENT LIMITED,587.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE243D01012,14567,BFUTILITIE,BF UTILITIES LIMITED,765.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE661I01014,15193,BGRENERGY,BGR ENERGY SYSTEMS LTD,49.66,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE414D01027,6164,BHAGCHEM,BHAGIRADHA CHEM & INDS L,400.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE354C01027,13400,BHAGERIA,BHAGERIA INDUSTRIES LTD,239.09,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE458B01036,20776,BHAGYANGR,BHAGYANAGAR INDIA LIMITED,103.1,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE474E01029,19556,BHANDARI,BHANDARI HOSIERY EXP LTD,7.07,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE465A01025,422,BHARATFORG,BHARAT FORGE LTD,1605.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE561C01019,426,BHARATGEAR,BHARAT GEARS LTD.,109.02,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE838B01013,3834,BHARATRAS,BHARAT RASAYAN LTD,12640.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE316L01019,16123,BHARATWIRE,BHARAT WIRE ROPES LTD.,295.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE397D01024,10604,BHARTIARTL,BHARTI AIRTEL LIMITED,1561.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE343G01021,23489,BHARTIHEXA,BHARTI HEXACOM LIMITED,1208.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE257A01026,438,BHEL,BHEL,278.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0NHL23019,23036,BHINVIT,BHARAT HIGHWAYS INVIT,109.61,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE412U01025,18431,BIGBLOC,BIGBLOC CONSTRUCTION LTD,251.68,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE00E101023,11966,BIKAJI,BIKAJI FOODS INTERN LTD,867.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE828A01016,7848,BIL,BHARTIYA INTERNATIONAL,510.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE071A01013,13625,BINANIIND,BINANI INDUSTRIES LTD,14.7,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE376G01013,11373,BIOCON,BIOCON LIMITED.,379.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE829A01014,4136,BIOFILCHEM,BIOFIL CHEM & PHARMA LTD,63.69,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0PC901019,23562,BIRDYS,GRILL SPLENDOUR SER LTD,86.0,,,0.05,1200,EQUITY,,NSE_EQ
NSE_EQ|INE0FDU25010,2203,BIRET,BROOKFIELD INDIA RET,270.02,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE800A01015,477,BIRLACABLE,BIRLA CABLE LIMITED,271.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE340A01012,480,BIRLACORPN,BIRLA CORPORATION LTD,1348.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE865C01022,15243,BIRLAMONEY,ADITYA BIRLA MONEY LTD,155.52,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0N7W01012,15067,BLAL,BEML LAND ASSETS LIMITED,282.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE791A01024,8139,BLBLIMITED,BLB LIMITED,18.82,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE416D01022,19265,BLISSGVS,BLISS GVS PHARMA LTD,127.77,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE350H01032,13290,BLKASHYAP,B.L.KASHYAP & SON LTD,109.45,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE153T01027,17279,BLS,BLS INTL SERVS LTD,444.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE657B01025,8650,BLUECHIP,BLUE CHIP INDIA LIMITED,5.86,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE233B01017,495,BLUEDART,BLUE DART EXPRESS LTD,8221.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0KBH01020,19686,BLUEJET,BLUE JET HEALTHCARE LTD,473.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0SAK01011,23410,BLUEPEBBLE,BLUE PEBBLE LIMITED,280.0,,,0.05,800,EQUITY,,NSE_EQ
NSE_EQ|INE472A01039,8311,BLUESTARCO,BLUE STAR LIMITED,1699.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0I3Y01014,6052,BMETRICS,BOMBAY METRICS S C LTD,137.35,,,0.05,400,EQUITY,,NSE_EQ
NSE_EQ|INE338D01028,25017,BODALCHEM,BODAL CHEMICALS LTD,83.63,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE032A01023,513,BOMDYEING,BOMBAY DYEING & MFG. CO L,211.2,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE02PY01013,19401,BOROLTD,BOROSIL LIMITED,420.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE666D01022,3149,BORORENEW,BOROSIL RENEWABLES LTD,507.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE02L001032,24014,BOROSCI,BOROSIL SCIENTIFIC LTD,199.38,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE323A01026,2181,BOSCHLTD,BOSCH LIMITED,32451.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE029A01011,526,BPCL,BHARAT PETROLEUM CORP  LT,357.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE110A01019,5163,BPL,BPL LTD,119.58,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0R4Z01018,24908,BRACEPORT,BRACE PORT LOGISTICS LTD,141.75,,,0.05,1600,EQUITY,,NSE_EQ
NSE_EQ|INE791I01019,15184,BRIGADE,BRIGADE ENTER. LTD,1268.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE216A01030,547,BRITANNIA,BRITANNIA INDUSTRIES LTD,5926.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE727S01012,21683,BRNL,BHARAT ROAD NETWORK LTD,48.67,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE650L01011,25140,BROOKS,BROOKS LAB LIMITED,122.89,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE118H01025,19585,BSE,BSE LIMITED,2760.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE032Z01020,809,BSHSL,BOMBAY SUPER HYBRID SEEDS,190.57,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE594B01012,559,BSL,BSL LTD,215.88,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE836A01035,6994,BSOFT,BIRLASOFT LIMITED,660.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0EEJ01023,14152,BTML,BODHI TREE MULTIMEDIA LTD,13.31,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0SZ301012,24701,BULKCORP,BULKCORP INTERNATIONAL L,113.0,,,0.05,1200,EQUITY,,NSE_EQ
NSE_EQ|INE817H01014,15198,BURNPUR,BURNPUR CEMENT LTD.,7.39,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE295F01017,2716,BUTTERFLY,BTRFLY GANDHI APPL LTD,934.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE139I01011,15073,BVCL,BARAK VALLEY CEM. LTD.,63.06,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE319B01014,7930,BYKE,THE BYKE HOSPITALITY LTD,74.9,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE090Y01013,21823,CADSYS,CADSYS (INDIA) LIMITED,131.0,,,0.05,500,EQUITY,,NSE_EQ
NSE_EQ|INE526B01014,8341,CALSOFT,CALIFORNIA SOFTWARE CO LT,22.96,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE052I01032,6216,CAMLINFINE,CAMLIN FINE SCIENCES LTD,106.3,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE278Y01022,9362,CAMPUS,CAMPUS ACTIVEWEAR LIMITED,277.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE596I01012,342,CAMS,COMPUTER AGE MNGT SER LTD,4436.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0QG301017,19385,CANARYS,CANARYS AUTOMATIONS LTD,46.1,,,0.05,4000,EQUITY,,NSE_EQ
NSE_EQ|INE476A01022,10794,CANBK,CANARA BANK,108.6,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE477A01020,583,CANFINHOME,CAN FIN HOMES LTD,881.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE068L01024,20160,CANTABIL,CANTABIL RETAIL LTD,242.19,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE264T01014,21749,CAPACITE,CAPACITE INFRAPROJECT LTD,373.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE646H01017,22675,CAPITALSFB,CAPITAL SMALL FIN BANK L,292.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE475E01026,3906,CAPLIPOINT,CAPLIN POINT LAB LTD.,1968.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE707C01018,19447,CAPTRUST,CAPITAL TRUST LIMITED,155.58,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE120A01034,595,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,1513.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE521J01018,20090,CAREERP,CAREER POINT LIMITED,484.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE752H01013,29113,CARERATING,CARE RATINGS LIMITED,980.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE290S01011,5407,CARTRADE,CARTRADE TECH LIMITED,900.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE482D01024,1879,CARYSIL,CARYSIL LIMITED,886.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE172A01027,1250,CASTROLIND,CASTROL INDIA LIMITED,271.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE518X01015,20406,CBAZAAR,NET AVENUE TECHNOLOGIES L,16.6,,,0.05,8000,EQUITY,,NSE_EQ
NSE_EQ|INE429I01024,14996,CCCL,CONS. CONST. CONSORT LTD,12.01,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE652F01027,6403,CCHHL,COUNTRY CLUB HOSP HOL LTD,22.76,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE421D01022,11452,CCL,CCL PRODUCTS (I) LTD,832.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE736A01011,21174,CDSL,CENTRAL DEPO SER (I) LTD,1420.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE482A01020,15254,CEATLTD,CEAT LIMITED,2898.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0AG901020,24742,CEIGALL,CEIGALL INDIA LIMITED,390.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE185H01016,13162,CELEBRITY,CELEBRITY FASHIONS LTD,16.68,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0OMO01025,18806,CELLECOR,CELLECOR GADGETS LIMITED,41.5,,,0.05,6000,EQUITY,,NSE_EQ
NSE_EQ|INE0LMW01024,19795,CELLO,CELLO WORLD LIMITED,898.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0O0001013,16950,CELLPOINT,CELL POINT (INDIA) LTD,32.15,,,0.05,1200,EQUITY,,NSE_EQ
NSE_EQ|INE485A01015,619,CENTENKA,CENTURY ENKA LTD,729.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE281A01026,11512,CENTEXT,CENTURY EXTRUSIONS LTD,25.63,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE483A01010,14894,CENTRALBK,CENTRAL BANK OF INDIA,60.04,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE660C01027,2454,CENTRUM,CENTRUM CAPITAL LIMITED,36.77,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE320B01020,14982,CENTUM,CENTUM ELECTRONICS LTD,1872.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE348B01021,13305,CENTURYPLY,CENTURY PLYBOARDS (I) LTD,792.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE055A01016,625,CENTURYTEX,CENTURY TEXTILES LTD,2325.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE739E01017,15039,CERA,CERA SANITARYWARE LTD,9355.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE345B01019,30016,CEREBRAINT,CEREBRA INT TECH LTD,14.97,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE486A01021,628,CESC,CESC LTD,193.94,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE180C01042,20329,CGCL,CAPRI GLOBAL CAPITAL LTD,213.54,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE067A01029,760,CGPOWER,CG POWER AND IND SOL LTD,688.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0R7401011,23468,CGRAPHICS,CREATIVE GRAPHICS S IND L,192.0,,,0.05,1600,EQUITY,,NSE_EQ
NSE_EQ|INE427F01016,8546,CHALET,CHALET HOTELS LIMITED,877.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE085A01013,637,CHAMBLFERT,CHAMBAL FERTILIZERS LTD,531.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0PT101017,18654,CHAVDA,CHAVDA INFRA LIMITED,175.7,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE995D01025,14618,CHEMBOND,CHEMBOND CHEMICALS LTD,615.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE03YM01018,270,CHEMCON,CHEMCON SPECIAL CHEM LTD,265.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE783X01023,2799,CHEMFAB,CHEMFAB ALKALIS LIMITED,899.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE488A01050,5449,CHEMPLASTS,CHEMPLAST SANMAR LIMITED,495.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE178A01016,2049,CHENNPETRO,CHENNAI PETROLEUM CORP LT,972.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0U1T01012,24625,CHETANA,CHETANA EDUCATION LIMITED,108.1,,,0.05,1600,EQUITY,,NSE_EQ
NSE_EQ|INE974B01016,9879,CHEVIOT,CHEVIOT COMPANY LIMITED,1455.0,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE102B01014,8866,CHOICEIN,CHOICE INTERNATIONAL LTD,454.0,,,0.05,1,EQUITY,,NSE_EQ
